word	prediction	label	freq	animacy	baseform	correct
klasztorze	1	2	7	inan	nonbase	0
lekarze	2	2	43	anim	nonbase	1
czasu	2	2	161	inan	nonbase	1
profil	2	2	7	inan	baseform	1
archeolodzy	2	2	3	anim	nonbase	1
pieniądze	1	2	124	inan	nonbase	0
kierowcy	2	2	24	anim	nonbase	1
obywatele	2	2	14	anim	nonbase	1
działaczy	2	2	6	anim	nonbase	1
korespondentem	1	2	2	anim	nonbase	0
dnie	2	2	12	inan	nonbase	1
stołu	1	2	30	inan	nonbase	0
występ	2	2	10	inan	baseform	1
stanie	2	2	85	inan	nonbase	1
oddech	2	2	12	inan	baseform	1
ekspert	2	2	4	anim	baseform	1
dar	2	2	2	inan	baseform	1
areszcie	1	2	9	inan	nonbase	0
sad	2	2	5	inan	baseform	1
telefonie	1	2	6	inan	nonbase	0
aresztu	2	2	12	inan	nonbase	1
katar	2	2	6	inan	baseform	1
pośle	1	2	35	anim	nonbase	0
autobusy	2	2	3	inan	nonbase	1
architektów	2	2	4	anim	nonbase	1
taniec	1	2	7	inan	baseform	0
produkt	2	2	14	inan	baseform	1
lata	1	2	104	inan	nonbase	0
psa	2	2	32	anim	nonbase	1
przepisy	1	2	38	inan	nonbase	0
kibiców	2	2	10	anim	nonbase	1
obiedzie	2	2	13	inan	nonbase	1
sztandar	2	2	7	inan	baseform	1
środka	2	2	39	inan	nonbase	1
błyskiem	2	2	3	inan	nonbase	1
stwór	2	2	2	anim	baseform	1
szpitala	2	2	92	inan	nonbase	1
sposób	2	2	212	inan	baseform	1
ducha	2	2	15	anim	nonbase	1
plenerze	1	2	2	inan	nonbase	0
baleron	2	2	2	inan	baseform	1
strajku	1	2	4	inan	nonbase	0
urzędnikiem	1	2	2	anim	nonbase	0
przebieg	2	2	12	inan	baseform	1
alkoholu	2	2	32	inan	nonbase	1
maturzystów	2	2	2	anim	nonbase	1
śniegu	2	2	80	inan	nonbase	1
sukcesem	2	2	13	inan	nonbase	1
momencie	2	2	58	inan	nonbase	1
materiały	2	2	19	inan	nonbase	1
barze	1	2	3	inan	nonbase	0
wywar	2	2	5	inan	baseform	1
spis	2	2	3	inan	baseform	1
program	1	2	75	inan	baseform	0
projekty	2	2	21	inan	nonbase	1
tekst	2	2	29	inan	baseform	1
sprawcy	2	2	10	anim	nonbase	1
inni	2	2	17	anim	nonbase	1
buduarze	2	2	2	inan	nonbase	1
kumpli	2	2	6	anim	nonbase	1
ból	2	2	21	inan	baseform	1
pokoju	1	2	95	inan	nonbase	0
niepokojem	1	2	9	inan	nonbase	0
wujku	2	2	3	anim	nonbase	1
sejm	2	2	40	inan	baseform	1
lutym	2	2	10	inan	nonbase	1
numerze	2	2	9	inan	nonbase	1
razie	2	2	96	inan	nonbase	1
wokalista	2	2	3	anim	baseform	1
koguta	2	2	4	anim	nonbase	1
sąsiedzi	1	2	12	anim	nonbase	0
zabytków	1	2	5	inan	nonbase	0
górników	2	2	7	anim	nonbase	1
obozy	2	2	5	inan	nonbase	1
bankom	2	2	3	inan	nonbase	1
raka	1	2	10	anim	nonbase	0
policzek	1	2	6	inan	baseform	0
stosie	1	2	4	inan	nonbase	0
tapczanie	1	2	8	inan	nonbase	0
wujek	2	2	2	anim	baseform	1
komputerze	2	2	5	inan	nonbase	1
opał	2	2	2	inan	baseform	1
ogrodzie	1	2	13	inan	nonbase	0
regałami	1	2	3	inan	nonbase	0
cudem	2	2	7	inan	nonbase	1
fakt	2	2	48	inan	baseform	1
środku	2	2	40	inan	nonbase	1
kształt	2	2	14	inan	baseform	1
pacjenci	2	2	9	anim	nonbase	1
końca	2	2	60	inan	nonbase	1
sukcesie	2	2	3	inan	nonbase	1
plany	2	2	25	inan	nonbase	1
facet	2	2	14	anim	baseform	1
wiceministra	1	2	6	anim	nonbase	0
języku	1	2	18	inan	nonbase	0
waleta	2	2	2	anim	nonbase	1
bohatera	2	2	4	anim	nonbase	1
tramwaju	2	2	7	inan	nonbase	1
dziedzińcu	2	2	4	inan	nonbase	1
planie	2	2	7	inan	nonbase	1
prokurator	2	2	32	anim	baseform	1
orzech	2	2	2	inan	baseform	1
kłopoty	1	2	19	inan	nonbase	0
ochroniarze	2	2	4	anim	nonbase	1
wyroby	2	2	9	inan	nonbase	1
budżecie	2	2	12	inan	nonbase	1
ojcem	1	2	12	anim	nonbase	0
radni	2	2	23	anim	nonbase	1
stolik	2	2	6	inan	baseform	1
tacie	2	2	2	anim	nonbase	1
koszmar	2	2	7	inan	baseform	1
wynik	2	2	24	inan	baseform	1
nauczyciela	1	2	11	anim	nonbase	0
urzędnik	2	2	9	anim	baseform	1
włosów	1	2	6	inan	nonbase	0
sezon	2	2	6	inan	baseform	1
programie	1	2	31	inan	nonbase	0
samochodzie	2	2	20	inan	nonbase	1
targu	2	2	9	inan	nonbase	1
wielbłądy	2	2	3	anim	nonbase	1
eksperci	2	2	14	anim	nonbase	1
balkonów	2	2	3	inan	nonbase	1
boju	2	2	4	inan	nonbase	1
rolnik	2	2	8	anim	baseform	1
