word	prediction	label
pritužbi	2	1
upravljanja	1	0
zaposlenici	2	2
primjer	1	2
vlasnik	2	2
poslove	1	2
većina	1	1
iznos	1	2
ravnatelj	2	2
mogućnosti	1	1
ishoda	1	2
slučaj	1	2
uvjeta	1	2
dužnosnik	2	2
rješenje	2	0
ujedinjenje	2	0
trendova	2	2
ljudima	2	2
dogovora	1	2
predsjednik	2	2
izvješće	1	0
borbama	1	1
područjem	1	0
stanovništvo	2	0
dužnosnicima	1	2
protektorat	2	2
paralela	2	1
tenzija	1	1
ispadanja	1	0
kupu	2	2
utakmici	2	1
uspon	1	2
momčadi	2	1
stadiona	2	2
izjave	1	1
loptu	2	1
hotel	2	2
udruga	1	1
zabranu	2	1
paradi	2	1
otvorima	2	2
park	2	2
lokacije	1	1
rijeke	1	1
nasilje	2	0
udarci	2	2
skupu	2	2
dječaka	2	2
snimak	2	2
incidenta	1	2
mediji	2	2
normalnost	1	1
napada	2	2
privlačenjem	1	0
vijesti	1	1
večera	1	1
događanja	1	0
finalista	2	2
projekta	1	2
finalu	2	2
subote	2	1
sudova	1	2
glasovanjem	1	0
dvojica	1	1
predsjednica	2	1
parlament	2	2
kriza	1	1
materijal	2	2
odluku	2	1
polje	2	0
odgode	1	1
zaštitu	2	1
države	1	1
okviru	2	2
dokumentu	2	2
građana	1	2
nacionalnost	1	1
materijala	1	2
način	2	2
nezaposlenosti	1	1
dugom	1	2
kreditima	1	2
dugove	1	2
kraja	2	2
financija	1	1
izvoz	2	2
milijardi	2	1
utrke	1	1
zločini	2	2
stilom	1	2
teritorijem	2	2
programa	2	2
gradonačelnik	2	2
koalicije	2	1
gradonačelnika	1	2
opstrukcije	1	1
amandmana	1	2
načelima	1	0
nepoštivanje	1	0
priopćenju	2	0
zamjenika	1	2
putovanje	1	0
predmet	2	2
pistom	2	1
dizajnera	1	2
trendu	2	2
kreaciju	1	1
dizajnerica	1	1
revija	1	1
tisuća	1	1
manekenka	1	1
studio	2	2
potrošača	1	2
tima	1	2
svezi	2	1
oživljavanje	1	0
predstavnici	2	2
veleposlanik	2	2
zdravstvo	1	0
razlozima	1	2
ujedinjenja	1	0
predsjedništva	1	0
ovlasti	1	1
trenutka	2	2
reformama	1	1
krugovima	1	2
slučaju	1	2
napredovanje	1	0
pogoršanje	1	0
procese	1	2
izbori	2	2
bod	2	2
papi	1	2
težnjama	1	1
kolegom	1	2
policijom	1	1
aranžmani	2	2
račun	2	2
štete	2	1
kolovoz	2	2
general	2	2
mostova	1	2
katastrofa	1	1
hepatitisa	1	2
koordinaciju	1	1
šuma	1	1
tržišta	2	0
trend	2	2
telekomunikacijama	1	1
uređaj	2	2
port	2	2
skupljanje	1	0
primjena	1	1
rezultate	1	2
svotu	2	1
pogreške	1	1
obrazloženje	1	0
internetu	2	2
račune	1	2
oglasi	2	2
javnost	1	1
važnosti	1	1
konci	2	2
pogibijom	1	1
logotipa	1	2
plaću	2	1
stranice	2	1
grafovima	1	2
interaktivnost	1	1
tijelu	1	0
uspjeha	1	2
poljubaca	1	2
niza	1	2
veličinu	1	1
gorivom	2	0
prijestolonasljednika	1	2
kraljica	1	1
vitalnost	1	1
štednje	1	1
skrbi	2	1
zgrada	1	1
otvaranjem	2	0
udjela	1	2
euro	2	2
koherentnost	1	1
projekt	1	2
ostatku	2	2
